"TIME","RBD","WAT_PROC","NACE_R2","UNIT","Value","Flag and Footnotes"
"2007","Minho and Lima - RBD (PT)","Public water supply and self and other supply","Households","Million cubic metres","17",""
"2007","Minho and Lima - RBD (PT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","17.15",""
"2007","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2007","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","0.03",""
"2007","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","Services","Million cubic metres","0.14",""
"2007","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","Households","Million cubic metres","60.26",""
"2007","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","63.03",""
"2007","Douro - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.01",""
"2007","Douro - RBD (PT)","Public water supply and self and other supply","Industry and construction","Million cubic metres","0.11",""
"2007","Douro - RBD (PT)","Public water supply and self and other supply","Services","Million cubic metres","0.12",""
"2007","Douro - RBD (PT)","Public water supply and self and other supply","Households","Million cubic metres","65.52",""
"2007","Douro - RBD (PT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","73.77",""
"2007","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.01",""
"2007","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","0.4",""
"2007","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","Services","Million cubic metres","0.86",""
"2007","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","Households","Million cubic metres","121.68",""
"2007","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","126.87",""
"2007","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.01",""
"2007","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","Industry and construction","Million cubic metres","3.31",""
"2007","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","Services","Million cubic metres","2.41",""
"2007","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","Households","Million cubic metres","174.28",""
"2007","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","215.86",""
"2007","Sado and Mira - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2007","Sado and Mira - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","0",""
"2007","Sado and Mira - RBD","Public water supply and self and other supply","Services","Million cubic metres","0.07",""
"2007","Sado and Mira - RBD","Public water supply and self and other supply","Households","Million cubic metres","22.02",""
"2007","Sado and Mira - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","22.26",""
"2007","Guadiana - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2007","Guadiana - RBD (PT)","Public water supply and self and other supply","Industry and construction","Million cubic metres","0.32",""
"2007","Guadiana - RBD (PT)","Public water supply and self and other supply","Services","Million cubic metres","0.21",""
"2007","Guadiana - RBD (PT)","Public water supply and self and other supply","Households","Million cubic metres","16.13",""
"2007","Guadiana - RBD (PT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","17.73",""
"2007","Algarve Basins - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2007","Algarve Basins - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","0.83",""
"2007","Algarve Basins - RBD","Public water supply and self and other supply","Services","Million cubic metres","1.3",""
"2007","Algarve Basins - RBD","Public water supply and self and other supply","Households","Million cubic metres","40.54",""
"2007","Algarve Basins - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","45.4",""
"2007","Azores - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.81",""
"2007","Azores - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","1.29",""
"2007","Azores - RBD","Public water supply and self and other supply","Services","Million cubic metres","1.85",""
"2007","Azores - RBD","Public water supply and self and other supply","Households","Million cubic metres","13.47",""
"2007","Azores - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","18.77",""
"2007","Madeira - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.07",""
"2007","Madeira - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","2.39",""
